Decree-Law 71/2006 on the Portuguese Carbon Fund	PRT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaThIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--872b522866c6889f3ff2edb7205a5f035164f371/f|
Resolution of Council of Ministers 68/2005, establishes the National System for the Estimation of Emissions by Sources and Removals by Sinks and Air Pollutants (SNIERPA)	PRT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdmdJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4b8a6ff23f045203f3670537079debbf3472d21e/f|
Decree-Law 64/2017 on biomass plants as amended by Decree-Law 120/2019	PRT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZzhIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c2642ed46e8be464b1f9adcd10803d45f94c9357/f|pt;Link to Decree-Law 120/2019 (PDF)|https://dre.pt/application/conteudo/124134339|pt
Decree-Law no. 4/2018 on incentives to electric mobility	PRT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2tIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4d03d508f4859ab1cc3f762195449fdd6baf1922/f|
Resolution of the Council of Ministers no 56/2015	PRT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc1lGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7d2bfe207934cc74e5c0b5495901a52a72fb8b7c/f|
Law No. 93/2001 establishing procedures in order to prevent climatic changes and their effects	PRT	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcThFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5a8b6e8ab1fb4156a18565178831b70b27fcef4e/f|
Law no. 27/2006 on civil protection	PRT	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTRFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9508c5c97fa12637fe49a47ca7e197c1902a4c77/f|
Law No. 82 D/2014 establishing a set of green fiscal rules	PRT	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTBFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8f329b194b15046ca6029f52fe64a3004eaf404e/f|
Decree-law 76/2019 on the legal regime applicable to electricity activities	PRT	Full text (pdf)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXNFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1307596caf1550943e8a704b000e998bc9355343/f|
 Decree-Law no 33-A/2005 and Decree-Law no 225/2007 on the support to renewable energy supply	PRT	Decree-Law 225/2207 (link to PDF)|https://dre.pt/application/conteudo/638769|pt;Decree-Law 33-A/2005 (link to PDF)|https://dre.pt/application/conteudo/517381|pt
Decree-Law 60/2012 on carbon capture and storage	PRT	Link to full text (PDF)|https://dre.pt/application/conteudo/553447|pt
Decree-Law no 23/2010 amended by Decree-Law 68-A/2015 on heat and cogeneration 	PRT	Link to full text (PDF)|https://dre.pt/application/conteudo/611330|pt;Link to full text (PDF)|https://dre.pt/application/conteudo/67123272|pt
Resolution no 107/2019 of the Council of Ministers approving the Long-Term Strategy for Carbon Neutrality of the Portuguese Economy in 2050	PRT	Link to full text (PDF)|https://dre.pt/application/file/a/122760092|pt;Link to official website in English|https://descarbonizar2050.pt/en/|en
National Hydrogen Strategy	PRT	Consultation draft version (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBazhNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5117f24ae7d6bd388d1031ec6e192bdc89efa597/Estrat%C3%A9gia%20Nacional%20para%20o%20Hidrog%C3%A9nio%20DRAFT%20publica%C3%A7ao.pdf|pt
Decree-law n 12/2020	PRT	Link to official website|https://dre.pt/home/-/dre/131124444/details/maximized|pt
Portugal's National Energy and Climate Plan for 2021-2030	PRT	Original version (PDF)|https://ec.europa.eu/energy/sites/ener/files/documents/pt_final_necp_main_pt.pdf|pt;Full text (PDF)|https://ec.europa.eu/energy/sites/ener/files/documents/pt_final_necp_main_en.pdf|en
Qatar National Vision 2030	QAT	full text (pdf)|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/QAT-national-vision-2030_English_v2.pdf|en
Environmental Protection Law and Decree no 30 promulgating it	QAT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa0FHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--673dd64777ede048055c4768b813b3eeab2897c6/x|
Law on energy efficiency 121/2014	ROU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdmNJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ef7155b76dc5d14e07d2423646f5f0d00a77ac42/f|ro;Link to official website|https://lege5.ro/Gratuit/gqydcobtga/legea-nr-121-2014-privind-eficienta-energetica|ro
Government Decision on the reorganization of the National Commission on Climate Change (NCCC) 1026/ 2014	ROU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdlVJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--799891f85b9f3699468e0ec7874135882c51ad8f/f|
The National Climate Change Strategy (2013-2020)	ROU	Government decision 529/2013 to adopt the strategy|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaFlHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--47f15ef275604187f9203314ff5970ff905b59ef/f|;Full text (Romanian)|http://www.mmediu.ro/beta/wp-content/uploads/2013/10/2013-10-01_SNSC.pdf|
Government Urgency Ordinance regarding the tax on polluting emissions from motor vehicles, 9/2013	ROU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdk1JIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b2194d599f3eef7daa902da728c066203e6b9e8f/f|
Law on industrial emissions 278/2013	ROU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdklJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a79283a8328cd28f9462f4b231db3888b0e589c1/f|
Law on Electrical Energy and Natural Gases no. 123/2012 and amending Laws no. 155 and no 290	ROU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdkVJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1c967a1cad4b9c810abff08b46678b48fc6bb70b/f|ro;Link to law no. 155|http://legislatie.just.ro/Public/DetaliiDocument/228440|ro
Law approving Government Emergency Ordinance no. 18/2009 on increasing the energy efficiency of residential buildings, 158/2011	ROU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdTRJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--055cb95bc114f9b5a625503ebe6a7cab62b4a037/f|
Government Decision regarding the use of bio fuels and bio liquids 935/2011 amended and complimented with 918/2012	ROU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdThJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--182a2b9d9a6f717272363df854e2cfea6eebe5da/f|;Full text - part 2|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdkFJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0de6d475ccdf924c0621373b2f9e5efe1592b3de/f|
Law no 220/2008 for the promotion of energy production from renewable energy sources	ROU	PDF full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBckFLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ce23ad6a1c8155e84f11563b111905346c3d437f/sre_L220_MO577.pdf|ro;link to official website|http://legislatie.just.ro/Public/DetaliiDocument/98742|ro
Law for energy performance of buildings 372/2005	ROU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXdJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--be8e2156a4aca786ffec05f22573eba9afadd50c/f|
Government Urgency Ordinance on the Environmental Fund, 196/ 2005	ROU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdTBJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--52ec09885497db82080e7768cc9e3e157428863f/f|
Law on the use of nuclear energy for exclusively peaceful purposes 321/2003 that approved the Government Ordinance no. 7/2003	ROU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXNJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0bfec3987928c992e878427d0a7de43a516b4461/f|
Law approving Government Emergency Ordinance no. 124/2001 on the establishment, organisation and functioning of the Romanian Energy Efficiency Fund, 287/2002	ROU	
Government Decision no. 739/2016 approving the National Climate Change and Low Carbon Green Growth Strategy 2016-2020 and National Action Plan for Implementation of the Strategy	ROU	Full text|http://www.asrm.ro/pdf/noutati/noutati_legislative-octombrie-2016/HG%20739_2016%20strategie%20schimbari%20climatice.pdf(6-mar-18),http://mmediu.ro/categorie/strategia-nationala-privind-schimbarile-climatice-rezumat/171(6-mar-18),|
law 117/2019 amending law 50/1991 on construction work	ROU	Link to law|https://lege5.ro/Gratuit/gmztonbvgu4q/legea-nr-117-2019-pentru-modificarea-si-completarea-legii-nr-50-1991-privind-autorizarea-executarii-lucrarilor-de-constructii|
Romania's 2021-2030 Integrated National Energy and Climate Plan	ROU	Full text (PDF)|https://ec.europa.eu/energy/sites/ener/files/documents/ro_final_necp_main_en.pdf|en;Original version (PDF)|https://ec.europa.eu/energy/sites/ener/files/documents/ro_final_necp_main_ro.pdf|ro
State Program on Energy Efficiency and Energy Development (approved by Government Decree No 321)	RUS	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczBKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--de3f6a810568e461d17943eb76b10ec34c43ebb6/f|
Greenhouse Gas Emission Reduction (Presidential Decree 752)	RUS	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaWtHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1a53ba15ef57af58ecafb44354ee199fe6496b1e/f|
Climate Doctrine of the Russian Federation	RUS	unofficial translation|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcklLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b5decc270b549838785ffb44d4180326d625eee7/1592%20English.pdf|en;full text pdf|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBckVLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a27ad82b3d93796131b072367d60cad465b7e032/1592%20Russian.pdf|ru
Federal Law 261-F3 on Saving Energy and Increasing Energy Efficiency Increase	RUS	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWNJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5de8be55cb1856eb51acf3c4a5b2d40a260f5742/f|
Energy Strategy to 2030	RUS	original version|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBck1LIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--741a2b2c16b7f39c0b9773a736dfdca0928f6a1b/1594%20Russian.pdf|ru;translation|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBclFLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d937b6b730d7181bb09e04c3bcf43dd1d4e7c7ca/1594%20English.pdf|en
Legislation on the limitations of associated gas flaring	RUS	
On the Measures of Implementing Article 6 of the Kyoto Protocol to the United Nations Framework Convention on Climate Change (Government Decree No. 844)	RUS	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc29KIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0acc099ce5f4d1f0a8d05a9d0c469c4ba3c99aa4/f|
Rules of Using Thermal Performance of Buildings	RUS	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdU1JIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6d6fa910f050f4579335d47facef5ae81b233adb/f|
Programme for Energy Efficient Economy	RUS	
Decree No. 449 on the Mechanism for the Promotion of Renewable Energy on the Wholesale Electricity and Market	RUS	
National Action Plan for the First Phase of Adaptation to Climate Change, approved by Order of December 25, 2019 No. 3183-r.	RUS	Full text|http://static.government.ru/media/files/OTrFMr1Z1sORh5NIx4gLUsdgGHyWIAqy.pdf|ru
Second Economic Development and Poverty Reduction Strategy (EDPRS II) for 2013-2018	RWA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUVJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bab101e6e181a776d4bf8855e858405328493c38/f|
Five Year Strategic Plan for the Environment and Natural Resources Sector (2014-2018)	RWA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdjhIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--909f698a9a38362ff1fb0091fedb89ed279a3eef/f|
Law No. 16 of 22 May 2012, determining the Organisation, Functioning and Mission of the National Fund for Environment (FONERWA)	RWA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUFJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0c361320bc2f32cd6aff85d7cd21dc28994d2167/f|
Green Growth and Climate Resilience - National Strategy on Climate Change and Low Carbon Development	RWA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbW9HIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--988ec4965cb45a8a999d7f94a468d1e03338d9d1/f|
Ministerial Order No. 003/16.01 of 15 July 2010 Preventing Activities that Pollute the Atmosphere	RWA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDhJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a3f68086b0375cf597a3f4e8c7266d2e7ff1053a/f|
Organic Law 4/2005 determining the modalities of protection, conservation and promotion of environment in Rwanda	RWA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdHdJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4bb0adcb604c7287090f20c9c0b324643e8e1d00/f|
Rwanda Vision 2020	RWA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDRJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cdb6779e4374d0d21f7e4e9c6678ee8854c3d70c/f|
Law no 63/2013 determining the mission, organization and functioning of Rwanda Environment Management Authority	RWA	Full text|http://rema.gov.rw/rema_doc/Laws/Itegeko%20rishya%20rya%20REMA.pdf(6-mar-18),http://www.lse.ac.uk/GranthamInstitute/rwanda-law-itegeko-rishya-rya-rema/(6-mar-18)|
The National Disaster Management Policy 	RWA	Link to full text (pdf)|http://minema.gov.rw/uploads/tx_download/Disaster_Management_Policy_01.pdf|en
National Disaster Risk Management Plan	RWA	Link to full text (pdf)|http://minema.gov.rw/uploads/tx_download/National_Disaster_Risk_Management_Plan.pdf|en
Law N°48/2018 on the environment	RWA	Link to the full text (pdf)|https://waterportal.rwfa.rw/sites/default/files/2018-10/Water%20law%20gazetted%2C2018.pdfhttps://waterportal.rwfa.rw/sites/default/files/2018-10/Water%20law%20gazetted%2C2018.pdf|en
National Biodiversity Strategy & Action Plan - 2014-2020	KNA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdndGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b308d21e2e1a7daf31c87f09fd500b6244dce367/f|
National Energy Policy	KNA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbEFHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--500342d8606aa1798b88e205581a7647a811ede2/f|
Food and Nutrition Security Policy and Plan of Action	KNA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBakVHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e65b212868fe95d10039ab7a708e5fe375d27d8b/f|
St. Kitts Agricultural Development Strategy (ADS) 2013 - 2016)	KNA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbGdHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f112989e4beb08ad99b85614ed9c4a39cdc08858/f|
National climate change adaptation policy	LCA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc29IIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8e6d1f5360bca9093b0e927a07a59046114dab7b/f|
Hazard Mitigation Policy and Natural Hazard Mitigation Plan	LCA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUlHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--276f6c559f54e6818d06c6665515dc86b2479149/f|
National Energy Policy 2010	LCA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa3NHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--df548acd4115fed70a8f73c4ee5fa9b730823d12/f|
National Environment Policy (NEP) and National Environmental Management Strategy (2004; Revised 2014)	LCA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdmdGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f8a92fd2184dd2a978ec60753e1037310e184628/f|
Electricity Supply Services (Amendment) Act, 2015	LCA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2tHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e409b7d282c7cdef84d9193c2b0715b9fa8c96b5/f|
National Energy Policy and Energy Action Plan	VCT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaTRHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--181cbc9ba6612b4ab2af0a6bbbacf6589147cdd2/f|;Full text - part 2|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaThHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0f0a0dc9edbfedd613bb46e6ab1f89834c1a7e3d/f|
National Economic and Social Development Plan	VCT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcU1HIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--141bf5f9ac655ce4855f443bf354171cf1fb36f3/f|
Geothermal Resources Development Act	VCT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2dHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1fb338f6605384a3b4d7e695d316fca1425cd344/f|
Electricity Act 2010	WSM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUFIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7624131a25fbdb0b77506edef983e70125fb51d8/f|
Forestry Management Act 2011	WSM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcDhIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--54cf62dd43b4b456dedfbdebcdaa18303ddb1628/f|
National Policy of Combating Climate Change	WSM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdjhGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--91b86b146abc41e5a6212154619b6cf5b510052f/f|
Strategic Programme for Climate Resilience	WSM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcHdIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a61ca93bc41f0ebed1edcdb27b65fbbe278fd81b/f|
Samoa National Energy Policy	WSM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcHNIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8172f6d927332eb40008a24fb292dbd44f9716f8/f|
National Environment & Development Sector Plan 2013 - 2016	WSM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaW9IIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3a623e5b0782c2058e18c97ed0afdf57a7fe04cb/f|
Samoa Energy Sector Plans 2012 - 2016 and 2017-2022	WSM	Full text 2017-2022 (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUFNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5a4b504b64aa5fc6c30308dc8e36848113af8a2b/2017%20Samoa%20Energy%20Sector%20Plan%202017-2022.pdf|;Full text 2012-2016 (pdf)|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/4835.pdf|en
Strategy for the Development of Samoa 2016/17 - 2019/20	WSM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBalFIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6c35c4656e9aacf6ccdceaff0bfafd0ceecb3215/f|
National Greenhouse Gas Abatement Strategy (NGGAS) 2008-2018	WSM	
Disaster and Emergency Management Act	WSM	Link to full text (pdf)|http://extwprlegs1.fao.org/docs/pdf/sam78865a.pdf|en
Law no 72 on the promotion of energy efficiency in the housing sector and of renewable energy in the public and industrial sectors	SMR	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa3dHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5c9171b1a2498cdb6aed8320d2e6baea133708cb/f|;Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBazBHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--206b0d71f8d063b4dbf6adfa2b31a41d59fe087c/f|;Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBazRHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--41b9e1910fa4010bb6dd9935adcb642612cc495c/f|;Full text|https://www.consigliograndeegenerale.sm/contents/instance18/files/document/23711leggi_7321.pdf|en
Law no 71 on support to economic development	SMR	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBajhHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4543797bb34b384c33daf709974604550032b380/f|
Environmental Code (Delegated Decree no 44 of April 27th, 2012)	SMR	Full text|http://extwprlegs1.fao.org/docs/pdf/smr119781.pdf|;Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBajBHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aeab590a94bd3b0980d2d3f4928ba68dd89ba598/f|
Decree No. 13/2012 creating the National Committee for Climate Change (Comissão Nacional de Mudanças Climáticas)	STP	
Decree-Law No. 26/2014 - Legal Regime of the Energy Sector	STP	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaEFIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9d92b83ab71ba921aa771427118e9d482565787e/f|
Royal Decree establishing King Abdullah City for Atomic and Renewable Energy 2010	SAU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDBJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--68ff41c2a8e64bbee60d15888f7ad092cfe6e8c1/f|
National Energy Efficiency Programme 2008	SAU	
Saudi Arabia's Vision 2030	SAU	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXdIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--809308b145fdabc90b5e1c58fcf64b539d390626/f|
Decree No. 2014-880 on the powers of the Minister of Environment and Sustainable Development	SEN	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc0VKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--45f495438649568fbf5a528c50f4e9edf6c7a92a/f|
